,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,money
65471,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,24,4715
65478,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,24,4499
65480,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,24,4499
65663,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,25,3707
65668,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,25,4715
65676,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,25,4499
65678,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,25,4499
65853,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,26,3707
65858,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,26,4715
65865,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,26,4499
65867,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,26,4499
66043,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,27,3177
66049,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,27,4715
66058,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,27,4499
66060,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,27,4499
66223,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,28,3177
66231,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,28,4715
66239,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,28,4499
66241,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,28,4499
66413,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,29,3707
66416,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,29,4715
66426,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,29,4499
66428,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,29,4499
66600,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,30,3707
66603,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,30,4715
66612,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,30,4499
66614,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,30,4893
66792,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,31,3707
66809,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,31,4500
66819,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,31,4499
66821,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,31,4499
66999,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,32,3707
67010,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,32,4500
67020,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,32,4499
67038,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,32,4893
67181,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,33,3707
67196,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,33,4500
67209,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,33,4499
67211,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,33,4499
67378,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,34,4500
67383,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,34,4213
67393,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,34,4499
67395,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,34,4499
67544,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,35,4213
67553,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,35,4499
67555,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,35,4499
67608,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,35,5517
67732,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,36,3707
67745,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,36,4499
67747,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,36,4499
67802,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,36,5517
67919,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,37,3177
67934,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,37,4499
67936,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,37,4499
67952,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,37,4783
68104,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,38,3177
68120,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,38,4499
68122,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,38,4499
68128,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,38,4783
68319,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,39,3707
68341,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,39,4499
68348,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,39,4783
68349,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,39,4893
68501,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,40,3177
68517,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,40,4500
68528,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,40,4499
68530,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,40,4499
68693,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,41,3177
68704,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,41,4500
68716,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,41,4499
68718,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,41,4499
68876,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,42,3177
68891,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,42,4500
68901,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,42,4499
68903,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,42,4499
69058,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,43,3177
69089,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,43,4499
69091,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,43,4499
69106,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,43,4783
69244,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,44,3177
69253,SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,44,4500
69262,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,44,4499
69264,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,44,4499
69435,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,45,3177
69462,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,45,4499
69463,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,45,4499
69601,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,46,2835
69653,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,46,4499
69654,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,46,4499
69779,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,47,2835
69829,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,47,4499
69830,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,47,4499
69955,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,48,2835
70001,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,48,4499
70002,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,48,4499
70150,Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,49,3177
70177,Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,49,4499
70178,Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,49,4499
70345,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,1,11823
70620,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,4,4736
71100,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,8,4263
71491,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,11,4263
72096,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,15,4263
72538,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,18,2901
73144,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,22,2901
73600,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,25,2901
74207,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,29,2901
74664,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,32,2901
75270,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,36,2901
75729,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,39,2901
76340,Indigo,6E-5359,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.67,43,2901
76638,Indigo,6E-818,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.5,45,2901
76775,Indigo,6E-818,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.5,46,2901
76910,Indigo,6E-818,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.5,47,2901
77042,Indigo,6E-818,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.5,48,2901
77176,Indigo,6E-818,Mumbai,Early_Morning,zero,Morning,Hyderabad,Economy,1.5,49,2901
77458,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,2,15708
77521,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,3,10353
77706,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,4,15708
77742,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,5,8673
77876,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,6,9093
77984,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,7,7203
78118,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,8,6888
78258,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,9,7518
78384,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,10,7833
78569,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,11,9513
78663,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,12,7518
78807,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,13,6468
78965,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,14,9093
79084,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,15,6888
79264,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,16,5156
79353,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,17,3000
79519,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,18,3633
79651,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,19,3000
79810,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,20,3633
79945,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,21,3633
80091,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,22,3633
80238,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,23,3633
80380,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,24,3633
80529,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,25,3633
80681,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,26,3633
80807,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,27,3000
80958,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,28,3633
81102,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,29,3633
81255,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,30,3633
81408,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,31,3000
81567,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,32,3633
81707,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,33,3000
81855,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,34,3633
81978,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,35,3633
82139,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,36,3843
82279,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,37,3633
82417,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,38,3000
82591,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,39,3633
82733,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,40,3000
82875,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,41,3000
83019,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,42,3633
83167,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,43,3633
83327,Indigo,6E-5332,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,44,3843
83459,Indigo,6E-907,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,45,3633
83595,Indigo,6E-907,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,46,3633
83720,Indigo,6E-907,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,47,3000
83847,Indigo,6E-907,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,48,3000
83979,Indigo,6E-907,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2,49,3633
84082,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,1,7908
84290,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,2,18198
84313,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,3,7487
84337,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,3,7698
84457,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,4,7487
84464,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,4,7488
84632,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,5,7487
84642,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,5,7488
84646,Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,5,7489
84805,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,6,7487
84859,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,6,7908
84988,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,7,7487
85039,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,7,9536
85158,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,8,7487
85204,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,8,7908
85342,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,9,7487
85376,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,9,8118
85506,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,10,7487
85556,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,10,7908
85706,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,11,7487
85715,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,11,7488
85928,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,12,7487
85938,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,12,7488
85942,Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,12,7489
86147,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,13,7487
86156,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,13,7488
86365,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,14,7487
86374,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,14,7488
86585,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,15,7487
86594,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,15,7488
86870,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,16,4500
86891,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,16,4653
87118,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,17,4500
87125,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,17,4500
87344,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,18,4500
87351,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,18,4500
87566,Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,19,4491
87575,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,19,4500
87576,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,19,4500
87584,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,19,4500
87790,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,20,4500
87791,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,20,4500
87799,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,20,4500
88003,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,21,4500
88004,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,21,4500
88012,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,21,4500
88209,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,22,4500
88210,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,22,4500
88218,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,22,4500
88416,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,23,4500
88417,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,23,4500
88430,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,23,4653
88624,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,24,4500
88625,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,24,4500
88633,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,24,4500
88854,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,25,4500
88855,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,25,4500
88863,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,25,4500
89071,Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,26,4491
89079,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,26,4500
89080,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,26,4500
89088,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,26,4500
89291,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,27,4500
89292,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,27,4500
89300,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,27,4500
89502,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,28,4500
89503,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,28,4500
89511,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,28,4500
89701,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,29,4500
89702,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,29,4500
89710,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,29,4500
89908,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,30,4500
89909,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,30,4500
89917,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,30,4500
90137,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,31,4500
90138,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,31,4500
90146,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,31,4500
90366,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,32,4500
90367,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,32,4500
90375,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,32,4500
90579,Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,33,4491
90591,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,33,4500
90592,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,33,4500
90600,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,33,4500
90800,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,34,4500
90801,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,34,4500
90809,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,34,4500
90994,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,35,4500
90995,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,35,4500
91002,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,35,4500
91206,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,36,4500
91207,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,36,4500
91215,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,36,4500
91416,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,37,4500
91417,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,37,4500
91428,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,37,4653
91626,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,38,4500
91627,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,38,4500
91634,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,38,4500
91862,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,39,4500
91863,GO_FIRST,G8-116,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,39,4500
91871,Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,39,4500
92082,Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3,40,4491
92093,Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,40,4500
