,airline,flight,source_city,departure_time,Time,stops,arrival_time,Time,destination_city,class,duration,days_left,price
73900,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,27,2901
73901,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,27,2901
73913,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,27,3450
74050,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,28,2901
74051,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,28,2901
74052,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,28,2901
74053,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,28,2901
74065,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,28,3450
74203,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,29,2901
74204,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,29,2901
74205,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,29,2901
74206,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,29,2901
74222,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,29,3450
74358,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,30,2901
74359,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,30,2901
74360,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,30,2901
74361,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,30,2901
74376,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,30,3450
74507,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,31,2901
74508,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,31,2901
74509,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,31,2901
74510,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,31,2901
74524,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,31,3450
74660,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,32,2901
74661,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,32,2901
74662,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,32,2901
74663,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,32,2901
74679,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,32,3450
74815,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,33,2901
74816,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,33,2901
74817,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,33,2901
74818,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,33,2901
74833,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,33,3450
74965,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,34,2901
74966,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,34,2901
74967,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,34,2901
74968,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,34,2901
74983,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,34,3450
75114,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,35,2901
75115,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,35,2901
75116,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,35,2901
75117,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,35,2901
75132,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,35,3450
75266,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,36,2901
75267,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,36,2901
75268,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,36,2901
75269,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,36,2901
75285,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,36,3450
75422,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,37,2901
75423,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,37,2901
75424,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,37,2901
75425,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,37,2901
75440,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,37,3450
75571,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,38,2901
75572,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,38,2901
75573,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,38,2901
75574,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,38,2901
75588,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,38,3450
75725,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,39,2901
75726,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,39,2901
75727,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,39,2901
75728,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,39,2901
75744,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,39,3450
75879,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,40,2901
75880,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,40,2901
75881,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,40,2901
75882,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,40,2901
75897,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,40,3450
76028,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,41,2901
76029,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,41,2901
76030,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,41,2901
76031,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,41,2901
76046,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,41,3450
76181,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,42,2901
76182,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,42,2901
76183,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,42,2901
76184,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,42,2901
76199,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,42,3450
76336,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,43,2901
76337,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,43,2901
76338,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,43,2901
76339,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,43,2901
76355,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,43,3450
76488,Indigo,6E-5217,Mumbai,Evening,17,zero,Evening,18.33,Hyderabad,Economy,1.33,44,2901
76489,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,44,2901
76490,Indigo,6E-5208,Mumbai,Evening,17,zero,Evening,18.42,Hyderabad,Economy,1.42,44,2901
76491,Indigo,6E-5371,Mumbai,Evening,17,zero,Night,18.5,Hyderabad,Economy,1.5,44,2901
76506,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,44,3450
76629,Air_India,AI-619,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,45,2111
76642,Indigo,6E-448,Mumbai,Evening,17,zero,Evening,18.58,Hyderabad,Economy,1.58,45,2901
76643,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,45,2901
76644,Indigo,6.00E-234,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,45,2901
76658,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,45,3450
76766,Air_India,AI-619,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,46,2111
76779,Indigo,6E-448,Mumbai,Evening,17,zero,Evening,18.58,Hyderabad,Economy,1.58,46,2901
76780,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,46,2901
76781,Indigo,6.00E-234,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,46,2901
76796,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,46,3450
76914,Indigo,6E-448,Mumbai,Evening,17,zero,Evening,18.58,Hyderabad,Economy,1.58,47,2901
76915,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,47,2901
76916,Indigo,6.00E-234,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,47,2901
76931,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,47,3450
77034,Air_India,AI-619,Mumbai,Evening,17,zero,Night,18.33,Hyderabad,Economy,1.33,48,2111
77046,Indigo,6E-448,Mumbai,Evening,17,zero,Evening,18.58,Hyderabad,Economy,1.58,48,2901
77047,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,48,2901
77048,Indigo,6.00E-234,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,48,2901
77063,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,48,3450
77180,Indigo,6E-448,Mumbai,Evening,17,zero,Evening,18.58,Hyderabad,Economy,1.58,49,2901
77181,Indigo,6E-6818,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,49,2901
77182,Indigo,6.00E-234,Mumbai,Evening,17,zero,Night,18.67,Hyderabad,Economy,1.67,49,2901
77189,Vistara,UK-875,Mumbai,Evening,17,zero,Night,18.58,Hyderabad,Economy,1.58,49,3450
77349,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,1,15708
77352,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,1,15708
77381,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,2,5943
77382,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,2,6258
77383,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,2,7518
77406,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,2,10353
77477,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,3,5942
77480,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,3,6468
77482,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,3,7518
77558,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,3,11823
77600,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,4,5942
77603,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,4,5943
77606,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,4,6468
77609,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,4,7518
77718,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,5,5943
77720,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,5,5942
77723,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,5,5943
77724,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,5,5943
77842,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,6,5943
77844,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,6,5942
77847,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,6,5943
77849,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,6,5943
77970,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,7,5943
77973,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,7,5942
77974,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,7,5942
77977,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,7,5943
77981,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,7,5943
78107,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,8,5943
78110,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,8,5942
78111,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,8,5942
78117,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,8,6888
78121,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,8,7518
78243,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,9,5942
78244,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,9,5942
78254,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,9,6363
78255,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,9,6153
78256,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,9,6888
78377,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,10,6468
78380,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,10,6993
78382,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,10,7203
78385,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,10,7833
78500,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,11,5942
78501,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,11,5942
78514,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,11,6363
78515,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,11,6153
78516,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,11,6153
78641,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,12,5943
78644,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,12,5942
78645,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,12,5942
78649,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,12,5943
78660,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,12,6153
78785,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,13,6048
78787,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,13,5942
78788,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,13,5942
78792,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,13,5943
78795,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,13,5943
78922,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,14,5943
78926,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,14,5942
78927,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,14,5942
78939,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,14,6468
78944,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,14,6468
79061,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,15,3140
79062,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,15,3140
79067,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,15,5943
79080,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,15,6468
79082,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,15,6468
79211,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,16,2900
79216,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,16,3000
79221,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,16,3140
79222,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,16,3140
79229,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,16,3633
79354,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,17,3000
79359,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,17,3140
79360,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,17,3140
79365,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,17,3860
79367,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,17,3633
79496,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,18,2900
79500,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,18,3000
79505,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,18,3000
79511,SpiceJet,SG-5019,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,18,3140
79512,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,18,3140
79642,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,19,2900
79646,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,19,3000
79653,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,19,3000
79660,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,19,3140
79786,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,20,2900
79790,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,20,3000
79796,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,20,3000
79801,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,20,3140
79931,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,21,3000
79935,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,21,3140
79939,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,21,3860
79944,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,21,3633
80081,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,22,3140
80089,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,22,3633
80092,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,22,3633
80180,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,22,6678
80216,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,23,2900
80219,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,23,3000
80223,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,23,3000
80227,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,23,3140
80364,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,24,3335
80366,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,24,3000
80374,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,24,3140
80381,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,24,3633
80508,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,25,2900
80512,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,25,3000
80518,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,25,3000
80523,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,25,3140
80654,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,26,2900
80658,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,26,3000
80664,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,26,3000
80671,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,26,3140
80798,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,27,2900
80802,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,27,3000
80809,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,27,3000
80814,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,27,3140
80936,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,28,2900
80940,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,28,3000
80944,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,28,3000
80949,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,28,3140
81092,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,29,3140
81100,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,29,3633
81103,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,29,3633
81203,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,29,6678
81230,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,30,2900
81235,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,30,3000
81240,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,30,3000
81245,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,30,3140
81395,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,31,2900
81404,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,31,3000
81410,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,31,3000
81415,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,31,3633
81551,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,32,2900
81555,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,32,3000
81556,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,32,3000
81563,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,32,3000
81696,Vistara,UK-823,Mumbai,Evening,17,zero,Evening,19.08,Chennai,Economy,2.08,33,2900
81700,Indigo,6E-5375,Mumbai,Evening,17,zero,Evening,18.83,Chennai,Economy,1.83,33,3000
81701,SpiceJet,SG-251,Mumbai,Evening,17,zero,Night,18.83,Chennai,Economy,1.83,33,3000
81709,Indigo,6E-5379,Mumbai,Evening,17,zero,Night,19.08,Chennai,Economy,2.08,33,3000
